originTAZ,destTAZ,tt_da,cost_da,tt_sr,cost_sr,tt_walk,tt_bike,tt_wt,accTime_wt,egrTime_wt,iWait_wt,xWait_wt,cost_wt,tt_dt,accTime_dt,egrTime_dt,iWait_dt,xWait_dt,cost_dt,weights,dist_car,accDist_dt,avail_da,avail_sr,avail_walk,avail_bike,avail_wt,avail_dt,choice,obsID
304,248,60.78,5.3788,60.78,2.6894,489.89,84.37,0,0,0,0,0,0,42,23.04,23.24,22,0,2.34,50.5,30.48,4.92,1,1,0,0,0,1,1,25677
304,215,66.4,7.0994,66.4,3.5497,735.14,126.61,0,0,0,0,0,0,86.335,24.64,24.26,15,13.82,6.34,69,40.23,4.92,1,1,0,0,0,1,1,25678
304,215,66.4,7.0994,66.4,3.5497,735.14,126.61,0,0,0,0,0,0,84.295,17.84,24.32,22,18.82,5.33,69,40.23,4.92,1,1,0,0,0,1,1,25679
285,212,68.59,5.3665,68.59,2.6832,482.36,83.07,0,0,0,0,0,0,0,0,0,0,0,0,47.5,30.41,0,1,1,0,0,0,0,1,25680
285,212,68.59,5.3665,68.59,2.6832,482.36,83.07,0,0,0,0,0,0,0,0,0,0,0,0,47.5,30.41,0,1,1,0,0,0,0,2,25681
285,256,33.68,1.3535,33.68,0.67676,141.64,24.39,49.53,12.2,12.2,24,0,2.34,10,19.99,20.08,22,0,2.34,47.5,7.67,3.28,1,1,1,0,1,1,1,25682
285,256,33.68,1.3535,33.68,0.67676,141.64,24.39,49.53,12.2,12.2,24,0,2.34,10,19.99,20.08,22,0,2.34,47.5,7.67,3.28,1,1,1,0,1,1,1,25683
285,378,72.19,6.6176,72.19,3.3088,666.93,114.86,74.335,20,20,24,30,6.34,62,19.14,19.28,24,0,4,47.5,37.5,3.28,1,1,0,0,1,1,1,25684
285,4,94.67,8.82,94.67,4.41,879.85,151.53,116.12,11.4,11.4,15.98,30,2.34,82.375,8.14,13.92,19.5,1.15,5.36,47.5,49.98,22.72,1,1,0,0,1,1,1,25685
285,295,97.65,4.9129,97.65,2.4565,538.84,92.8,151.58,41.8,41.8,24,0,2.34,162.84,33.41,34.03,24,49.57,4.68,47.5,27.84,5.48,1,1,0,0,1,1,1,25686
257,248,32.4,1.4824,32.4,0.49412,147.25,25.36,31.085,19.2,19.2,6.57,0,2.34,12,15.91,16.05,22,0,2.34,174,8.4,1.14,1,1,1,1,1,1,2,25687
257,251,24.86,0.73412,24.86,0.36706,80.47,13.86,16.54,13.2,13.2,12,0,2.34,6,13.09,13.09,24,0,2.34,174,4.16,1.28,1,1,1,1,1,1,1,25688
276,354,78.29,4.7065,71.01,2.3532,435,74.92,42,41.2,41.2,24,0,4,42,25.31,25.31,24,0,4,45.5,26.67,2.06,1,1,0,0,1,1,6,25689
276,354,78.29,4.7065,71.01,2.3532,435,74.92,42,41.2,41.2,24,0,4,42,25.31,25.31,24,0,4,45.5,26.67,2.06,1,1,0,0,1,1,6,25690
266,1,110.57,8.4335,110.57,4.2168,881.48,151.81,119.86,17,17.2,17,0,2.34,74.71,10.02,16.26,13.5,0.5,4.3,45.5,47.79,23.65,1,1,0,0,1,1,6,25691
266,1,110.57,8.4335,110.57,4.2168,881.48,151.81,119.86,17,17.2,17,0,2.34,74.71,10.02,16.26,13.5,0.5,4.3,45.5,47.79,23.65,1,1,0,0,1,1,6,25692
286,342,60.93,3.6053,57.87,1.8026,344.86,59.39,92.335,40.9,38.6,19.945,11.12,2.34,55.93,28.88,29.57,24,27.86,4.68,76,20.43,3.64,1,1,0,1,1,1,1,25693
286,342,60.93,3.6053,57.87,1.8026,344.86,59.39,92.335,40.9,38.6,19.945,11.12,2.34,55.93,28.88,29.57,24,27.86,4.68,76,20.43,3.64,1,1,0,1,1,1,2,25694
223,281,66.69,7.5247,66.69,3.7624,566.03,97.48,94.06,13.8,7.6,12,10,1.17,85.115,31.54,29.74,24,8.75,5.84,223,42.64,15.18,1,1,0,0,0,1,1,25695
223,274,67.89,6.3918,67.89,3.1959,617.52,106.35,86.445,13.8,5,12,23.75,2.23,74.535,30.34,22.54,24,10.83,5.86,223,36.22,15.18,1,1,0,0,0,1,1,25696
268,311,37.01,2.0735,37.01,0.69118,197.36,33.99,60.42,11,8,12,18.89,2.76,24.975,17.05,8,12,0,1.06,45.5,11.75,7.19,1,1,0,1,0,0,2,25697
268,311,27.85,2.0735,27.85,1.0368,197.36,33.99,0,0,0,0,0,0,0,0,0,0,0,0,45.5,11.75,0,1,1,0,1,0,0,1,25698
229,133,39.34,3.5682,39.34,1.7841,348.64,60.04,38.015,12.2,7,7.5,30,2.45,18,26.23,31.49,13.88,0,2.93,56.5,20.22,13.53,1,1,0,1,0,1,6,25699
229,133,39.34,3.5682,39.34,1.7841,348.64,60.04,38.015,12.2,7,7.5,30,2.45,18,26.23,31.49,13.88,0,2.93,56.5,20.22,13.53,1,1,0,1,0,1,6,25700
317,22,134.1,10.643,134.1,5.3215,1064.98,183.41,135.3,22.6,20.4,22,1,4,96.97,11.79,21.64,18.5,0.5,4.7,34,60.31,23.115,1,1,0,0,1,1,6,25701
220,43,64.65,5.1459,64.65,2.5729,469.88,80.92,53.295,7.4,18.4,3,17.5,3.58,66.74,17.51,20.33,15,16.88,5.09,177,29.16,8.2,1,1,0,0,0,1,1,25702
220,212,39.44,2.3082,39.44,0.76941,215.85,37.17,0,0,0,0,0,0,0,0,0,0,0,0,177,13.08,0,1,1,0,1,0,0,2,25703
310,289,34.26,1.5618,34.26,0.78088,169.8,29.24,30.845,28.4,28.4,24,0,2.34,27.01,18.71,18.73,22,24.57,4.68,70.5,8.85,1.2,1,1,0,1,1,1,1,25704
310,289,34.26,1.5618,34.26,0.78088,169.8,29.24,30.43,28.4,28.4,24,0,2.34,26.895,18.71,18.73,22,30,4.68,70.5,8.85,1.2,1,1,0,1,1,1,1,25705
310,310,9.42,0.10588,9.42,0.052941,26.27,4.52,0,0,0,0,0,0,0,0,0,0,0,0,70.5,0.6,0,1,1,1,1,0,0,3,25706
310,310,9.42,0.10588,9.42,0.052941,26.27,4.52,0,0,0,0,0,0,0,0,0,0,0,0,70.5,0.6,0,1,1,1,1,1,0,5,25707
289,408,130.38,9.6424,97.21,4.8212,976.14,168.11,137.18,25.6,24.2,24,47.86,8.16,119.94,18.82,17.55,24,22.86,5.82,76,54.64,4.58,1,1,0,0,1,1,2,25708
289,408,130.38,9.6424,97.21,4.8212,976.14,168.11,71.305,16,8.2,12,20,4,95.49,18.82,48.73,22,20,3.66,76,54.64,21.54,1,1,0,0,1,1,5,25709
329,349,52.97,3.1235,52.97,1.5618,275.67,47.48,56.875,37.2,37.2,17,25,4.46,10.12,30.26,30.78,24,0,2.12,58.5,17.7,16.08,1,1,0,1,1,1,1,25710
329,349,52.97,3.1235,52.97,1.5618,275.67,47.48,55.86,37.2,37.2,24,40,4.46,7.59,40.66,29.95,24,15,3.18,58.5,17.7,16.08,1,1,0,1,1,1,1,25711
344,340,18.71,0.76235,18.71,0.38118,83.62,14.4,17.945,14.8,14.8,24,0,2.34,6,20.87,21.28,17.07,0,2.34,16,4.32,6.76,1,1,1,1,1,1,1,25712
344,340,17.73,0.76235,17.73,0.38118,83.62,14.4,0,0,0,0,0,0,6,19.79,19.86,24,0,2.34,16,4.32,6.5,1,1,1,1,0,1,1,25713
344,291,52.43,4.8494,52.43,2.4247,477.64,82.26,0,0,0,0,0,0,0,0,0,0,0,0,16,27.48,0,1,1,0,0,0,0,1,25714
344,340,18.71,0.76235,18.71,0.38118,83.62,14.4,15.96,16.4,14.8,24,0,2.34,6,20.87,20.26,19.5,0,2.34,16,4.32,6.52,1,1,1,1,1,1,2,25715
258,300,53.81,5.5588,53.81,2.7794,496.9,85.58,67.185,34,34,24,42.86,4.68,67.185,23.52,23.57,24,42.86,4.68,112.5,31.5,1.56,1,1,0,0,1,1,1,25716
258,300,53.81,5.5588,53.81,2.7794,496.9,85.58,67.185,34,34,24,42.86,4.68,67.185,23.52,23.57,24,42.86,4.68,112.5,31.5,1.56,1,1,0,0,1,1,1,25717
265,246,48.88,3.1324,48.88,1.5662,313.05,53.91,0,0,0,0,0,0,0,0,0,0,0,0,47.5,17.75,0,1,1,0,0,0,0,1,25718
265,246,48.88,3.1324,48.88,1.5662,313.05,53.91,0,0,0,0,0,0,0,0,0,0,0,0,47.5,17.75,0,1,1,0,0,0,0,1,25719
295,296,42.99,1.8388,42.99,0.91941,201.68,34.73,32.86,46,46,24,0,2.34,0,0,0,0,0,0,69,10.42,0,1,1,0,1,1,0,1,25720
295,296,37.16,1.8388,37.16,0.91941,201.68,34.73,0,0,0,0,0,0,0,0,0,0,0,0,69,10.42,0,1,1,0,1,0,0,1,25721
222,113,40.34,4.1665,40.34,2.0832,415.43,71.55,103.29,14.6,29.6,16,24.73,6.79,47.795,19.68,19.91,5.88,5.04,4.52,36,23.61,10.98,1,1,0,0,1,1,1,25722
222,107,51.85,4.4894,51.85,2.2447,408.99,70.44,79.495,21.2,36.6,16.69,16.88,5.13,24,26.28,26.91,3.76,0,2.86,36,25.44,10.98,1,1,0,0,1,1,1,25723
222,212,40.73,3.2594,40.73,1.6297,251.92,43.39,0,0,0,0,0,0,0,0,0,0,0,0,36,18.47,0,1,1,0,1,0,0,1,25724
193,194,16.76,0.57176,16.76,0.28588,62.82,10.82,27.93,15.4,15.4,8.13,0,2.12,6.855,13.67,13.71,8.13,0,2.12,82,3.24,2.76,1,1,1,0,1,1,1,25725
309,305,13.8,0.50118,13.8,0.25059,54.87,9.45,10.61,22.2,17.6,24,0,2.23,29.41,12.94,12.94,24,45,4.68,86,2.84,1.1,1,1,1,1,1,1,1,25726
309,305,13.8,0.50118,13.8,0.25059,54.87,9.45,10.61,22.2,17.6,24,0,2.23,29.41,12.94,12.94,24,45,4.68,86,2.84,1.1,1,1,1,1,1,1,1,25727
309,308,10.95,0.36,10.95,0.18,39.41,6.79,8.3,28.9,29.8,7.11,0,2.34,23.195,19.18,19.14,14.29,18.46,4.68,86,2.04,1.1,1,1,1,1,1,1,1,25728
309,308,10.94,0.36,10.94,0.18,39.41,6.79,8.625,29.8,29.8,6.58,0,2.34,24.99,19.14,19.24,15.49,13.86,4.68,86,2.04,1.1,1,1,1,1,1,1,1,25729
309,308,10.95,0.36,10.95,0.18,39.41,6.79,8.3,28.9,29.8,7.11,0,2.34,23.195,19.18,19.14,14.29,18.46,4.68,86,2.04,1.1,1,1,1,1,1,1,1,25730
289,246,43.87,3.6424,43.87,1.8212,342.12,58.92,0,0,0,0,0,0,0,0,0,0,0,0,98.5,20.64,0,1,1,0,1,0,0,1,25731
289,246,43.87,3.6424,43.87,1.8212,342.12,58.92,0,0,0,0,0,0,0,0,0,0,0,0,98.5,20.64,0,1,1,0,1,0,0,1,25732
289,256,35.36,2.0524,35.36,1.0262,166.94,28.75,25.995,16,4.6,12,0,1.17,10,22.48,22.36,24,0,2.34,98.5,11.63,4.58,1,1,0,1,0,1,2,25733
289,288,20.63,0.9,20.63,0.45,98.85,17.02,7.94,39,39,24,0,2.34,15.53,29.63,29.59,24,0,2.12,98.5,5.1,3.14,1,1,1,1,1,1,1,25734
316,284,40.25,2.2765,40.25,1.1382,194.85,33.56,34.305,19.4,26.4,15.46,0,2.34,20,16.18,16.14,22,0,2.34,70.5,12.9,1.24,1,1,0,1,1,1,6,25735
316,284,40.25,2.2765,40.25,1.1382,194.85,33.56,48.51,20.8,20.8,6.46,0,2.34,20,16.18,16.22,19.57,0,2.34,70.5,12.9,1.24,1,1,0,1,1,1,5,25736
319,278,54.93,3.0247,54.93,1.5124,289.7,49.89,81.56,23.4,23.4,24,0,2.34,26,22.78,22.92,22,0,2.34,189,17.14,3.3,1,1,0,1,1,1,1,25737
222,2,62.74,5.1618,62.74,2.5809,477.21,82.19,77.645,12.4,10,20.57,1.88,3.97,26.2,15.08,18.54,3.38,0,3.2,72.5,29.25,27.69,1,1,0,0,1,1,1,25738
222,2,68.85,5.0894,68.85,2.5447,477.21,82.19,83.74,10,27.8,13.51,15,3.835,26.2,16.16,18.84,3.76,0,3.2,72.5,28.84,27.7,1,1,0,0,1,1,1,25739
222,2,68.85,5.0894,68.85,2.5447,477.21,82.19,77.96,10,27.8,13.82,15,3.92,26.2,16.16,15.54,5.21,0,3.2,72.5,28.84,27.59,1,1,0,0,1,1,2,25740
235,283,48.92,5.1194,48.92,2.5597,402.04,69.24,84.72,37,37,11,0,2.34,43.945,25.92,25.8,15.75,17.24,6.34,212,29.01,2.92,1,1,0,0,1,1,1,25741
235,1,76.31,5.1371,76.31,2.5685,512.63,88.29,78.385,22.2,23,17.495,0,2.34,26.2,18.27,17.74,3.38,0,3.2,212,29.11,29.56,1,1,0,0,1,1,6,25742
235,1,76.31,5.1371,76.31,2.5685,512.63,88.29,78.385,22.2,23,17.495,0,2.34,26.2,18.27,17.74,3.38,0,3.2,212,29.11,29.56,1,1,0,0,1,1,6,25743
328,314,20.89,0.64235,20.89,0.32118,70.58,12.16,9.26,18.8,18.8,24,0,2.34,20.66,21.2,21.2,17,20,6.34,39.5,3.64,3.2,1,1,1,1,1,1,1,25744
328,314,20.64,0.64235,20.64,0.32118,70.58,12.16,9.415,27.4,26.8,24,0,2.34,39.405,29.79,21.2,17,55,5.4,39.5,3.64,9.17,1,1,1,1,1,1,1,25745
328,314,20.89,0.64235,20.89,0.32118,70.58,12.16,9.26,18.8,18.8,24,0,2.34,20.66,21.2,21.2,17,20,6.34,39.5,3.64,3.2,1,1,1,1,1,1,1,25746
328,314,20.64,0.64235,20.64,0.32118,70.58,12.16,9.415,27.4,26.8,24,0,2.34,39.405,29.79,21.2,17,55,5.4,39.5,3.64,9.17,1,1,1,1,1,1,1,25747
60,26,55.95,1.7224,55.95,0.86118,184.18,31.72,54.69,12.6,15.8,10.25,0,1.66,35.6,30.71,28.39,5.21,0,3.26,36.5,9.76,11.7,1,1,0,0,1,1,5,25748
60,26,55.95,1.7224,55.95,0.86118,184.18,31.72,54.69,12.6,15.8,10.25,0,1.66,35.6,30.71,28.39,5.21,0,3.26,36.5,9.76,11.7,1,1,0,0,1,1,5,25749
103,170,33.51,1.1365,33.51,0.56824,116.28,20.03,13.78,12,11,3.11,0,1.66,37.67,22.73,22.2,6.38,6.5,4.52,76.5,6.44,11.93,1,1,1,1,1,1,1,25750
103,170,33.51,1.1365,33.51,0.56824,116.28,20.03,13.78,12,11,3.11,0,1.66,37.67,22.73,22.2,6.38,6.5,4.52,76.5,6.44,11.93,1,1,1,1,1,1,2,25751
103,95,18.76,0.3,18.76,0.15,30.97,5.33,7.8,15.1,8.7,12.75,0,1.66,38.005,21.33,23.6,7.88,7.5,4.52,76.5,1.7,11.93,1,1,1,1,1,1,1,25752
103,95,18.76,0.3,18.76,0.15,30.97,5.33,6.145,21.4,8.8,11.25,0,1.66,37.83,21.33,22.94,6.88,7.88,4.52,76.5,1.7,11.84,1,1,1,1,1,1,1,25753
103,90,34.07,0.65118,34.07,0.21706,69.32,11.94,13.27,15.2,13.8,10,0,1.66,57.31,22.42,17.84,7.5,7.33,4.92,76.5,3.69,11.55,1,1,1,1,1,1,2,25754
95,2,52.88,1.5865,52.88,0.79324,148.03,25.49,22.48,21.4,22.2,3.09,0,1.66,35.6,18.2,18.15,3.38,0,3.26,38,8.99,10.74,1,1,1,1,1,1,1,25755
95,15,51.19,1.6376,51.19,0.54588,155.86,26.84,28.98,23.2,24.2,3.09,0,1.66,38.4,20,20.15,3.38,0,3.26,38,9.28,10.74,1,1,0,1,1,1,2,25756
151,9,43.59,1.7347,43.59,0.86735,175.68,30.26,56.885,9.5,6,8.5,0,1.66,29.4,18.63,15.33,3.38,0,3.26,26.5,9.83,12.17,1,1,0,0,1,1,1,25757
98,133,29.27,1.1576,29.27,0.57882,108.48,18.68,17.01,21.2,35.8,7.83,0,1.66,8,32.14,29.74,4.83,0,2.86,43.5,6.56,11.03,1,1,1,0,1,1,3,25758
136,311,94.08,7.7576,94.08,3.8788,785.17,135.22,60.85,8.4,8,7.5,31.5,3.36,37.895,11.42,8,12,15,2.53,96,43.96,2.93,1,1,0,0,0,0,1,25759
136,2,52.63,2.2518,52.63,1.1259,208.18,35.85,21.6,23,24,5.21,0,1.66,35.6,14.57,13.32,5.21,0,3.26,96,12.76,7.45,1,1,0,1,1,1,5,25760
91,47,43.74,1.3112,43.74,0.65559,137.55,23.69,40.53,25.6,24.6,5.15,6.44,1.66,62.49,23.1,26.2,5.38,3.125,4.72,84,7.43,9.38,1,1,1,1,1,1,1,25761
91,208,56.28,3.51,56.28,1.755,287.98,49.6,96.84,40.4,39.6,13.67,40,5.8,60.3,37.77,34.41,13.88,42.5,6.1,84,19.89,9.38,1,1,0,1,1,1,1,25762
133,244,51.01,4.6835,51.01,2.3418,450.81,77.64,91.13,22.8,32.6,14.815,15.94,5.685,26,33.06,32.39,24,0,4,6.5,26.54,8.92,1,1,0,0,1,1,1,25763
133,248,55.05,5.13,55.05,2.565,496.8,85.56,100.29,23.5,30.9,14.815,17.19,5.765,32,26.86,26.19,24,0,4,6.5,29.07,8.92,1,1,0,0,1,1,1,25764
133,111,30.46,1.8035,30.46,0.90176,189.18,32.58,32.76,28,35.3,5.38,5.25,3.32,46.76,18.13,24.4,5.38,5.25,4.52,6.5,10.22,6.31,1,1,0,0,1,1,5,25765
133,111,30.46,1.8035,30.46,0.90176,189.18,32.58,32.76,28,35.3,5.38,5.25,3.32,46.76,18.13,24.4,5.38,5.25,4.52,6.5,10.22,6.31,1,1,0,0,1,1,5,25766
122,972,88.87,6.2635,88.87,3.1318,469.26,80.82,44.4,29.8,29.6,6.25,0,3.74,64.4,31.59,30.86,6.25,0,4.26,45,26.54,9.72,1,1,0,0,1,1,5,25767
122,972,88.87,6.2635,88.87,3.1318,469.26,80.82,44.4,29.8,29.6,6.25,0,3.74,64.4,31.59,30.86,6.25,0,4.26,45,26.54,9.72,1,1,0,0,1,1,5,25768
122,208,33.7,2.5129,33.7,1.2565,203.92,35.12,41.32,35.2,28.8,24,1.5,2,6.025,31.26,36.39,24,0,1.645,45,14.24,11.37,1,1,0,1,1,1,5,25769
122,208,37.44,1.9853,37.44,0.99265,203.92,35.12,41.555,35.2,28.8,23.5,1.5,2,6.605,33.57,36.39,23,0,1.755,45,11.25,11.37,1,1,0,1,1,1,5,25770
205,2,53.01,3.2259,53.01,1.6129,278.52,47.97,48.635,13.6,10.2,6.63,7.88,4.755,35.6,7.97,7.56,5.21,0,3.26,144,18.28,2.82,1,1,0,1,1,1,1,25771
205,2,53.01,3.2259,53.01,1.6129,278.52,47.97,48.635,13.6,10.2,6.63,7.88,4.755,35.6,7.97,7.56,5.21,0,3.26,144,18.28,2.82,1,1,0,1,1,1,1,25772
205,204,16.34,0.49059,16.34,0.24529,48.79,8.4,9.205,14.9,16.7,7.415,0,2.005,8,19.06,18.59,10,0,3,144,2.78,5.8,1,1,1,1,1,1,1,25773
205,204,16.19,0.50294,16.19,0.25147,48.79,8.4,11.235,13.4,13.4,6.83,0,2.12,8,19.15,18.59,6.25,0,3,144,2.85,5.88,1,1,1,1,1,1,1,25774
205,208,36.68,1.5724,36.68,0.78618,169.78,29.24,72.57,29.8,25.6,14.31,46,4.925,5.95,34.19,34.73,24,0,2.23,144,8.91,8.91,1,1,0,1,1,1,1,25775
72,116,42.81,1.1365,42.81,0.56824,114.83,19.78,38.19,19.8,19.6,11.5,0,1.66,24,42.09,40.36,5.21,0,2.86,118,6.44,16.06,1,1,1,1,1,1,1,25776
131,234,53.62,3.66,53.62,1.22,371.63,64,71.995,28.8,28.8,12.5,16.25,7,44.265,33.57,30.53,6.95,7.5,4.9,249,20.74,9.47,1,1,0,1,1,1,2,25777
131,234,53.62,3.66,53.62,1.22,371.63,64,71.995,28.8,28.8,12.5,16.25,7,44.265,33.57,30.53,6.95,7.5,4.9,249,20.74,9.47,1,1,0,1,1,1,2,25778
131,946,104.75,7.6859,104.75,3.8429,572.03,98.52,60.23,15.2,15.2,11.25,8.75,5.66,62.4,16.9,16.93,7.5,0,4.26,249,34.6,8.07,1,1,0,0,1,1,5,25779
131,946,104.75,7.6859,104.75,3.8429,572.03,98.52,60.23,15.2,15.2,11.25,8.75,5.66,62.4,16.9,16.93,7.5,0,4.26,249,34.6,8.07,1,1,0,0,1,1,5,25780
123,343,119.14,11.862,119.14,5.9312,1093.22,188.28,124.83,30.6,41,16.25,16,7.32,90,29.96,30.28,22,0,5.66,53,67.22,6.11,1,1,0,0,1,1,2,25781
123,343,119.14,11.862,119.14,5.9312,1093.22,188.28,124.83,30.6,41,16.25,16,7.32,90,29.96,30.28,22,0,5.66,53,67.22,6.11,1,1,0,0,1,1,2,25782
123,778,181.13,16.832,166.73,7.6262,1438.9,247.81,111.4,30,30.6,15,0,6.4,131.4,23.24,22.39,15,0,6.74,53,86.43,8.72,1,1,0,0,1,1,6,25783
123,778,181.13,16.832,166.73,7.6262,1438.9,247.81,111.4,30,30.6,15,0,6.4,131.4,23.24,22.39,15,0,6.74,53,86.43,8.72,1,1,0,0,1,1,6,25784
104,742,171.98,15.288,171.98,7.6441,1418.44,244.29,128.11,16.6,16.8,19.5,16.82,8.35,152.11,24.33,22.77,19.5,16.82,8.75,91,77.68,12.17,1,1,0,0,1,1,1,25785
299,111,95.88,11.972,95.88,5.9859,1169.09,201.34,0,0,0,0,0,0,86,33.38,32.45,24,0,4,56.5,67.84,15.44,1,1,0,0,0,1,1,25786
299,311,74.47,4.5159,71.05,2.2579,464.77,80.04,0,0,0,0,0,0,14.895,25.59,8,10,15,1.7,56.5,25.59,7.72,1,1,0,0,0,0,1,25787
299,311,74.47,4.5159,71.05,2.2579,464.77,80.04,0,0,0,0,0,0,31.895,33.59,34.02,22,24.57,3.03,56.5,25.59,15.44,1,1,0,0,0,1,1,25788
132,11,49.76,2.5324,49.76,1.2662,223.45,38.48,24.8,24.2,24.8,5.21,0,1.74,32.8,15.03,14.27,5.21,0,3.26,29.5,14.35,6,1,1,0,0,1,1,2,25789
132,11,49.76,2.5324,49.76,1.2662,223.45,38.48,24.8,24.2,24.8,3.38,0,1.74,32.8,15.03,15.18,3.38,0,3.26,29.5,14.35,5.33,1,1,0,0,1,1,2,25790
132,16,49.66,2.5924,49.66,1.2962,240.19,41.37,27.6,28.2,29,3.38,0,1.74,35.6,19.03,19.38,3.38,0,3.26,29.5,14.69,5.33,1,1,0,0,1,1,5,25791
132,16,49.66,2.5924,49.66,1.2962,240.19,41.37,27.6,28.2,29,3.38,0,1.74,35.6,19.03,19.38,3.38,0,3.26,29.5,14.69,5.33,1,1,0,0,1,1,5,25792
227,199,69.69,3.7959,69.69,1.8979,380.52,65.53,0,0,0,0,0,0,66.93,22.19,40.35,10.83,9.33,4.79,36,21.51,17.32,1,1,0,1,0,1,1,25793
227,225,33.23,1.3694,33.23,0.68471,150.3,25.88,0,0,0,0,0,0,56.4,24.19,46.46,16.05,7.5,3.84,36,7.76,16.47,1,1,1,1,0,1,1,25794
320,239,68.41,6.66,68.41,3.33,644.23,110.95,98.04,30.6,30.6,24,47.5,2.925,62.385,23.12,22.9,19.5,35,2.34,74.5,37.74,3.8,1,1,0,0,1,1,1,25795
309,313,42.99,2.1335,41,1.0668,230.79,39.75,0,0,0,0,0,0,0,0,0,0,0,0,48.5,12.09,0,1,1,0,1,0,0,1,25796
309,313,38,2.4247,38,1.2124,230.79,39.75,0,0,0,0,0,0,0,0,0,0,0,0,48.5,13.74,0,1,1,0,1,0,0,1,25797
309,311,26.9,1.0659,26.9,0.53294,117.07,20.16,35.265,19.4,21.8,24,0,1.06,23.895,10.58,10.64,22,24.57,3.03,48.5,6.04,1.1,1,1,1,1,1,1,1,25798
309,311,26.9,1.0659,26.9,0.53294,117.07,20.16,15.805,11.4,8,12,0,0,10.895,2.58,8,10,15,1.7,48.5,6.04,0.55,1,1,1,1,0,0,1,25799
259,313,68.29,4.8618,66.68,2.4309,493.32,84.96,0,0,0,0,0,0,0,0,0,0,0,0,89.5,27.55,0,1,1,0,0,0,0,2,25800
259,313,68.29,4.8618,66.68,2.4309,493.32,84.96,0,0,0,0,0,0,0,0,0,0,0,0,89.5,27.55,0,1,1,0,0,0,0,1,25801
326,310,30.56,1.0729,30.56,0.53647,112.85,19.44,24.595,21.4,24.8,18,0,2.34,8,16.68,16.59,22,0,2.34,48.5,6.08,2.04,1,1,1,0,1,1,2,25802
326,310,30.29,1.0306,30.29,0.51529,112.85,19.44,29.51,20.2,24.8,10.5,0,2.34,8,16.65,16.74,21.57,0,2.34,48.5,5.84,2.04,1,1,1,0,1,1,1,25803
318,287,29.82,1.38,29.82,0.69,151.36,26.07,33.205,32,32,24,0,2.34,18.21,33,19.45,24,9.57,2.39,127,7.82,7.71,1,1,1,1,1,1,1,25804
298,349,55.35,2.9629,55.35,1.4815,284.28,48.96,0,0,0,0,0,0,19.335,50.94,33.82,21.57,35,3.56,50.5,16.79,15.91,1,1,0,1,0,1,1,25805
298,349,51.86,2.9629,51.86,1.4815,284.28,48.96,0,0,0,0,0,0,14.13,42.64,43.95,13.75,15.86,3.56,50.5,16.79,13.48,1,1,0,1,0,1,1,25806
224,291,71.89,6.6547,71.89,3.3274,560.65,96.56,0,0,0,0,0,0,0,0,0,0,0,0,81,37.71,0,1,1,0,0,0,0,1,25807
224,291,59.96,7.2229,59.96,3.6115,560.65,96.56,0,0,0,0,0,0,0,0,0,0,0,0,81,40.93,0,1,1,0,0,0,0,1,25808
86,23,45.36,1.1806,45.36,0.59029,111.03,19.12,28.39,19.1,19.8,9.125,0,1.66,35.6,36.31,34.97,5.21,0,3.26,86,6.69,14.62,1,1,1,1,1,1,4,25809
83,4,47.29,1.3271,47.29,0.66353,123.63,21.29,22.48,13,15.2,4.15,0,1.66,35.6,22.33,21.59,5.21,0,3.26,9,7.52,12.98,1,1,1,1,1,1,5,25810
83,47,33.49,0.90353,33.49,0.45176,95.64,16.47,32.305,18.2,23.9,8,0,1.66,54.13,28.03,27.78,3.55,4.375,4.82,9,5.12,13.14,1,1,1,1,1,1,2,25811
83,979,95.49,6.1612,95.49,3.0806,462.97,79.73,51.16,27.4,29.6,4.15,3.94,5.06,64.4,36.73,37.18,6.25,0,4.26,9,25.96,13.05,1,1,0,0,1,1,5,25812
83,979,95.49,6.1612,95.49,3.0806,462.97,79.73,51.16,27.4,29.6,6.65,5,5.06,64.4,36.73,35.99,8.75,0,4.26,9,25.96,12.98,1,1,0,0,1,1,2,25813
249,310,41.13,3.1412,41.13,1.5706,305.15,52.55,28,26.6,26.6,24,0,2.34,28,15.9,15.95,24,0,2.34,89.5,17.8,1.54,1,1,0,0,1,1,1,25814
249,310,41.13,3.1412,41.13,1.5706,305.15,52.55,28,26.6,26.6,24,0,2.34,28,15.9,15.95,24,0,2.34,89.5,17.8,1.54,1,1,0,0,1,1,1,25815
324,16,131.42,11.852,131.63,5.9259,1095.74,188.71,152.62,20.8,21.2,22,0,2.34,106.22,13.48,14.9,18.5,0.5,5.13,68,67.16,20.79,1,1,0,0,1,1,5,25816
324,16,131.42,11.852,131.63,5.9259,1095.74,188.71,152.62,20.8,21.2,22,0,2.34,106.22,13.48,14.9,18.5,0.5,5.13,68,67.16,20.79,1,1,0,0,1,1,5,25817
324,297,109.17,5.4071,109.17,2.7035,593.21,102.16,0,0,0,0,0,0,0,0,0,0,0,0,68,30.64,0,1,1,0,0,0,0,1,25818
324,297,109.17,5.4071,109.17,2.7035,593.21,102.16,0,0,0,0,0,0,0,0,0,0,0,0,68,30.64,0,1,1,0,0,0,0,1,25819
236,332,98.71,7.9306,92.99,3.9653,776.4,133.71,115.93,23.2,23.2,17.5,20.36,6.88,115.93,12.71,13,17.5,20.36,6.88,56.5,44.94,1.36,1,1,0,0,1,1,1,25820
